id,timestamp,address,thumbnail,listing_price,listing_date,property_type,construction_year,url,square_meters_built,total_sq_meter,price_per_sq_meter,number_of_rooms,number_of_baths,with_elevator,with_garage,living_rooms,kitchens,description
122,2023-09-05 18:00,"Avenida Pinhal da Aroeira,Charneca de Caparica e Sobreda,Almada,Setúbal",,2150000.0,08-23,Moradia T4 Triplex,,https://supercasa.pt/venda-moradia-t6-almada/i1273397,631.0,631.0,3407.2900158478606,6,5,,1,2,,"Moradia de linhas tradicionais T6,- Uma sala dupla com lareira- Uma cozinha totalmente equipada, lavandaria- Uma magnífica sala de estar com vista para o terraço e a piscina.- 5 WC- Uma suíte master com closet- Uma suite- 1 Escritório- 2 quartos- 1 suíte master com casa de banho.- 1 amplo salão de jogos- Garagem para 5 carros- 1 grande sala de jogos/ginásio- Sala de Squash- Uma cozinha- Uma casa de banho exterior para dar apoio a piscina#ref:CAS_173"
123,2023-09-05 18:00,"Rua José Estêvão Coelho Magalhães,Laranjeiro e Feijó,Almada,Setúbal",,195000.0,08-08,Apartamento T2,,https://supercasa.pt/venda-apartamento-t2-almada/i1261013,,,,2,1,,,1,,"Apartamento T2 no FeijóInserido em 3º andar de predio sem elevador e em bom estado de conservação;Próximo do supermercado LIDL, mercado local e Igreja;Zona bem servida por escolas comercio local ,serviços e transportesProximidade do Complexo Municipal dos Desportos;Ao entrar no imóvel, dispõe de hall de entrada com acesso a todas as divisões. À entrada temos uma ampla sala com varanda e lareira; cozinha com móveis pretos e bancada em pedra, com despensa;2 quartos ambos com roupeiro embutido de 3 portas;Casa de banho com poliban.Praias da Costa da Caparica a 10 minutos de distância.Forum Almada a 5 minutos de carro;OBS: Vendido no actual estado de conservaçãoMarque já a sua Visita!#ref:22/2023"
124,2023-09-05 18:00,"Caparica e Trafaria,Almada,Setúbal",,545000.0,08-31,Moradia T4 Triplex,,https://supercasa.pt/venda-moradia-t4-almada/i1231164,247.0,,,4,4,,1,,,"Magnífica moradia inserida em local com muita tranquilidade e conforto e apenas a 2 minutos das praias de S.João da Caparica e a 25 minutos do centro de Lisboa.- Moradia T3+1- Fantástico terraço com zona de refeições e de lazer- Garagem para três carrosTrês pisos distribuídos da seguinte forma:PISO 0 - hall, lavandaria, escritório (16 m2) com jardim de inverno, um WC e uma salaPiso 1 - hall de entrada principal, um WC social, sala com cozinha em open space com acesso directo a um fantástico terraçoPiso 2 - hall de acesso aos quartos, uma suíte, dois quartos, WC completo de apoio aos quartos, todos os quartos com acesso a varandasMoradia já com licença de utilização pronta a escriturar.#ref:HT_30476"
125,2023-09-05 18:00,"Rua José Lourenço de Carvalho,Laranjeiro e Feijó,Almada,Setúbal",,197500.0,08-10,Apartamento T4,1968,https://supercasa.pt/venda-apartamento-t4-almada/i1146549,,,,4,2,,,1,,"Excelente apartamento T 4 localizado junto à Base Naval do Alfeite.O imóvel é vendido no estado de conservação em que se encontra.Apartamento de 5 assoalhadas a necessitar de obras, sem cozinha instalada, sanitários e a necessitar de nova instalação eléctrica e canalização. Já foi colocada caixilharia nova com vidros duplos e porta blindada de alta segurança. A restante obra a realizar fica a cargo do comprador.Trata-se de 1º andar em prédio sem elevador.Facilidade de estacionamento no exterior e bem servido de comércio local, restauração e transportes. Bons acessos à auto-estrada e principais vias locais.Agende a sua visita#ref:AR056"
126,2023-09-05 18:00,"Almada, Cova da Piedade, Pragal e Cacilhas,Setúbal",,279000.0,07-11,Apartamento T4,,https://supercasa.pt/venda-apartamento-t4-almada/i936278,120.0,,,4,2,1,,1,,"Apartamento em excelente estado de conservação com com 4 quartos, sala e marquises espaçosas. Com Casa de banho ampla com box e pequeno lavabo junto á cozinha. Quarto com Roupeiro. O soalho dos quartos, sala e hall é em taco de pinho envernizado em excelente estado de conservação. O edifício é dos anos 70 e foi objeto de melhoramentos em 2006.O apartamento fica junto á estação de metro da Avenida 25 Abril e perto de Cacilhas com acesso a pé direto á estação fluvial para Lisboa, Farmácia, Cafés e Restaurantes#ref:M-3231"
127,2023-09-05 18:00,"Rua Teixeira de Queiroz,Charneca de Caparica e Sobreda,Almada,Setúbal",,495000.0,08-29,Moradia Isolada T4,2023,https://supercasa.pt/venda-moradia-t4-almada/i1307323,,,,4,3,,1,2,,"Moradia T4 com área útil de 130m2 inserida em lote de 315m2 em Palhais, Charneca da CaparicaR/c composto por:Hall de entrada (5m2),Sala (46m2) com pavimento flutuante,Cozinha (13m2) com móveis lacados a branco, equipada com forno, placa, exaustor e microondas,Quarto (10m2).1º andar composto por:2 Quartos (10m2) com roupeiros,1 Suite (18m2), com roupeiros e Wc completo (3,45m2),Wc completo (6m2).Box (21m2).Espaço exterior com piscina e churrasqueira.Com pré instalação de ar condicionado, aspiração central, vidros duplos, painéis solares, estores eléctricos, porta blindada e portões automáticos.Próximo de comércio, serviços e praias.A informação disponibilizada, ainda que precisa, não dispensa a sua confirmação nem pode ser considerada vinculativa.Por sermos Intermediários de Crédito devidamente autorizados pelo Banco de Portugal, fazemos a gestão de todo o processo de financiamento, sempre com as melhores soluções do mercado.Fazemos acompanhamento pré e pós-escritura.Disponível para partilha com todas as mediadoras e profissionais do ramo imobiliário.Esmeralda Almeida Unipessoal, licença AMI 15872.Marque já a sua visita.#ref:RR/2145"
128,2023-09-05 18:00,"Caparica e Trafaria,Almada,Setúbal",,560000.0,08-22,Moradia T4 Triplex,2024,https://supercasa.pt/venda-moradia-t4-almada/i1024879,195.0,195.0,2871.7948717948716,4,,,1,1,,"Uma moradia confortável, de grandes dimensões, conta com 195m2 de área de habitação, com vista panorâmica sobre o vale de Pêra e a 5 minutos das praias da Costa da Caparica.Começo de construção em 2023, conta com 2 pisos, mais o car-port, o que a torna em uma propriedade exclusiva para quem procura uma moradia de família, com o conforto adequado, num local tranquilo e próximo de tudo.Situada em Almada, com acessos rápidos às auto-estradas A33 e A2 e á A38 de acesso direto á Costa da Caparica.Na envolvente dispõe de vários locais de comércio, incluindo farmácias, clínicas médicas, bancos, restaurantes.O reputado campo de golfe da dos Capuchos encontra-se a 2 minutos de carro.A propriedade está a 20 minutos do Aeroporto de Lisboa e a 15 minutos do centro da grande metrópole.Com uma tipologia V3 + 1, com uma área útil interior de 179m2 que se se distribui em dois pisos, havendo ainda mais piso inferior.Materiais de alta qualidade com revestimento e isolamento Termo acústico são a aposta dos promotores, de forma a proporcionar um conforto acima da média.Toda a zona de rés do chão, onde se encontra a cozinha e salas, são bastante amplas, sofisticadas e com uma entrada de luz fantástica, o que encoraja os almoços ou jantares com amigos e família.Os 3 + 1 suítes são todos de grandes dimensões, com armários para o maior conforto dos seus habitantes e com um design de layout, devidamente pensado de forma á circulação se tornar intuitiva.Tem um terraço panorâmico, de fácil manutenção, onde é possível desenhar vários ambientes:A moradia está preparada para receber familiares e amigos, num ambiente de tranquilidade, alegria, diversão e íntima, de uma forma privada e particularmente ÚNICA...Imagens ilustrativas#ref:7847_C"
129,2023-09-05 18:00,"Costa da Caparica,Almada,Setúbal",,415000.0,08-22,Duplex T3,1985,https://supercasa.pt/venda-duplex-t3-almada/i1021064,92.0,92.0,4510.869565217391,3,2,,1,1,,"Apartamento duplex na Costa da caparica remodeladoExcelente localização a 300m da Praia, junto ao Mercado Municipal e do centro da Vila. Na zona envolvente tem comércio local, restauração, farmácias, centro comercial (o Pescador) transportes diversos.Trata-se de 2º e último andar em prédio sem elevador e acesso a garagem.O imóvel, dispõe de hall e sala ampla com acesso aos 2 quartos (sendo 1 com roupeiro embutido de 3 portas e acesso a varanda), casa de banho (com banheira tradicional) e cozinha.No 2 piso temos um amplo quarto, com casa de banho de serviço, e lareira, acesso a varanda com churrasqueira.Será colocada porta blindada de alta segurança.Fotos em breve da remodelaçãoMarque a sua visita junto da nossa equipa.#ref:DÚP_601"
130,2023-09-05 18:00,"Caparica e Trafaria,Almada,Setúbal",,560000.0,08-22,Moradia T4 Triplex,,https://supercasa.pt/venda-moradia-t4-almada/i1024856,195.0,195.0,2871.7948717948716,4,,,1,1,,"Uma moradia confortável, de grandes dimensões, conta com 195m2 de área de habitação, com vista panorâmica sobre o vale de Pêra e a 5 minutos das praias da Costa da Caparica.Começo de construção em 2023, conta com 2 pisos, mais o car-port, o que a torna em uma propriedade exclusiva para quem procura uma moradia de família, com o conforto adequado, num local tranquilo e próximo de tudo.Situada em Almada, com acessos rápidos às auto-estradas A33 e A2 e á A38 de acesso direto á Costa da Caparica.Na envolvente dispõe de vários locais de comércio, incluindo farmácias, clínicas médicas, bancos, restaurantes.O reputado campo de golfe da dos Capuchos encontra-se a 2 minutos de carro.A propriedade está a 20 minutos do Aeroporto de Lisboa e a 15 minutos do centro da grande metrópole.Com uma tipologia V3 + 1, com uma área útil interior de 179m2 que se se distribui em dois pisos, havendo ainda mais piso inferior.Materiais de alta qualidade com revestimento e isolamento Termo acústico são a aposta dos promotores, de forma a proporcionar um conforto acima da média.Toda a zona de rés do chão, onde se encontra a cozinha e salas, são bastante amplas, sofisticadas e com uma entrada de luz fantástica, o que encoraja os almoços ou jantares com amigos e família.Os 3 + 1 suítes são todos de grandes dimensões, com armários para o maior conforto dos seus habitantes e com um design de layout, devidamente pensado de forma á circulação se tornar intuitiva.Tem um terraço panorâmico, de fácil manutenção, onde é possível desenhar vários ambientes:A moradia está preparada para receber familiares e amigos, num ambiente de tranquilidade, alegria, diversão e íntima, de uma forma privada e particularmente ÚNICA...Imagens ilustrativas#ref:7847_F"
131,2023-09-05 18:00,"Rua Quinta da Brita,Charneca de Caparica e Sobreda,Almada,Setúbal",,484900.0,08-18,Moradia Geminada T4 Duplex,2023,https://supercasa.pt/venda-moradia-t4-almada/i1296945,200.0,200.0,2424.5,4,3,,1,1,,"Moradia com 4 quartos, garagem com portões elétricos, pré-instalação de AC, ventilação centralizada, porta blindada, vídeo porteiro, alarme, vidros duplos, estores elétricos com comando local e central, aspiração central, painéis solares com depósito de 300L, escadas interiores metálicas com degraus em madeira, corrimão em inox e vidros laminados, jardim com relvado.Excelente zona residencial, junto a todo o tipo de serviços, a 10 minutos do Almada Fórum, 20 minutos de Lisboa e 10 minutos de praia.Marque sua visita.#ref:"
132,2023-09-05 18:00,"Travessa da Sociedade,Charneca de Caparica e Sobreda,Almada,Setúbal",,194000.0,08-10,Apartamento T3,1985,https://supercasa.pt/venda-apartamento-t3-almada/i1132933,,,,3,2,,,1,,"* OBRAS DE REMODELAÇÃO EM CURSO*Apartamento de 4 assoalhadas, localizado no Bairro da Bela Vista em Vale Fetal. Tem proximidade com comércio, restauração, Escola Básica e transportes.Vendido totalmente remodelado, com cozinha nova feita à medida e equipada com placa, forno e exaustor; caixilharia nova com vidros duplos e estores eléctricos; tectos falsos em pladur com iluminação LED embutida; soalho flutuante nos quartos e mosaico no restante apartamento; canalização e electricidade totalmente verificada; 2 casas de banho, uma com base de duche e outra de serviço. Colocação de porta blindada de alta segurança.Áreas:Cozinha: 9,30 m2Sala: 20 m2Hall Quartos: 5,50 m2Quarto 1: 9,70 m2Quarto 2: 9,70 m2Quarto 3: 11,40 m2WC 1: 4 m2WC serviço: 2,95 m2Despensa: 0,85 m2O apartamento tem boa exposição solar e diversidade de estacionamento no exterior.Prédio sem elevador.Bons acessos à A33 e principais estradas locais.Marque a sua visita!Área Restrita ImobiliáriaToda a informação teve origem em fontes internas e externas. No entanto, todos os dados carecem de confirmação.#ref:AR041"
133,2023-09-05 18:00,"Rua de Gama Barros,Charneca de Caparica e Sobreda,Almada,Setúbal",,470000.0,08-09,Moradia T4 Triplex,,https://supercasa.pt/venda-moradia-t5-almada/i1288396,330.0,330.0,1424.2424242424242,5,4,,1,2,,"Moradia de 6 assoalhadas em excelente estado de conservação, localizada na Quinta Nova junto e escola básica de Vale Rosal, numa rua bastante sossegada.Moradia esta dividida em 3 pisos- Cave, R/C e sótão, piso cave composta por 1 sala, 2 quartos, 1 WC e 1 cozinha. O piso R/C é composto por 1 sala, 3 quartos, 2 WC e 1 cozinha, piso sótão amplo aproveitado.Imóvel com potencial para ser uma casa Bi-familiar por ter entradas independentes de acesso aos pisos cave e R/C .Disponha de um anexo equipado com 1 WC de apoio e 1 forno a lenha, tem garagem individual para 2 viaturas.MARQUE A SUA VISITA.#ref:"
134,2023-09-05 18:00,"Charneca de Caparica e Sobreda,Almada,Setúbal",,750000.0,08-29,Moradia Isolada T4,2024,https://supercasa.pt/venda-moradia-t4-almada/i1307328,180.0,180.0,4166.666666666667,4,4,,1,1,,"Excelente moradia localizada na Aroeira. A moradia desenvolve-se em 2 pisos. No piso térreo tem uma sala ’open space’ com 32m2 e uma cozinha com 12m2, um quarto suite com roupeiro e uma lavandaria junto á garagem. No piso superior, temos 3 quartos suite com boas áreas e roupeiros.A casa possui ainda uma piscina, estores elétricos, aspiração central, ar condicionado, caixilharia em alumínio e rutura térmica cor preto, sistema de alarme, jardim com sistema de rega automática. Isolamento exterior da casa sistema capotto, guardas em vidro e iluminação LED.Marque a sua visita.#ref:"
135,2023-09-05 18:00,"Avenida Sacadura Cabral,Charneca de Caparica e Sobreda,Almada,Setúbal",,360000.0,08-14,Moradia Isolada T4,,https://supercasa.pt/venda-moradia-t4-almada/i1261262,120.0,120.0,3000.0,4,2,,1,2,,"Oportunidade de negócio, moradia de gaveto, com um jardim espaçoso e a possibilidade de construir uma piscina. A garagem com portão é uma vantagem adicional, proporcionando estacionamento seguro e fácil acesso à casa.No que diz respeito ao interior, os dois pisos oferecem um total de quatro quartos, duas salas, duas casas de banho e uma cozinha. O facto de a casa necessitar de remodelação pode ser visto como um desafio, mas também uma oportunidade para personalizar e modernizar o espaço para se adequar às necessidades e gostos pessoais.Boa localização com transporte público próximo, um supermercado a uma curta distância e vários restaurantes na área. Próximo da praia, a apenas 3 km de distância.Para efectuar visitas contactar: (telefone)#ref:3419 AM"
136,2023-09-05 18:00,"Laranjeiro e Feijó,Almada,Setúbal",,245000.0,08-22,Apartamento T3,,https://supercasa.pt/venda-apartamento-t3-almada/i944939,86.0,86.0,2848.8372093023254,3,2,1,,,,"Procura um apartamento totalmente remodelado, localizado numa zona central , com bastante luminosidade perto de todo o tipo de comércio e escolas.Este é o apartamento que procura !Cozinha semi-equipada sala em open space , 2 WC, janelas duplas em PVC, canalização e eletricidade nova.Marque a sua visita e pode acompanhar as obras, e ver de perto toda a transformação.Mais do que uma casa, um modo de vida!Estamos comprometidos em dar cor ao seu sonho, não perca esta oportunidade e agende a sua visita!(Fotos meramente ilustrativas)APARTAMENTO EM REMODELAÇÂO#ref:AA-6124"
137,2023-09-05 18:00,"Rua José Lourenço de Carvalho,Laranjeiro e Feijó,Almada,Setúbal",,197500.0,07-11,Apartamento T4,1968,https://supercasa.pt/venda-apartamento-t4-almada/i706148,,,,4,2,,,,,"Apartamento localizado junto à Base Naval do Alfeite, com 5 assoalhadas a necessitar de obras, sem cozinha instalada, sanitários e a necessitar de nova instalação eléctrica e canalização.Já foi colocada caixilharia nova com vidros duplos e porta blindada de alta segurança. A restante obra a realizar fica a cargo do comprador.Trata-se de 1º andar em prédio sem elevador.Facilidade de estacionamento no exterior e bem servido de comércio local, restauração e transportes. Bons acessos à auto-estrada e principais vias locais.Venha conhecer e marque a sua visita com a equipa Carina Sequeira.#ref:APA_1859_22"
138,2023-09-05 18:00,"Rua Cesário Verde,Costa da Caparica,Almada,Setúbal",,405000.0,08-31,Apartamento T3,,https://supercasa.pt/venda-apartamento-t3-almada/i1229930,130.0,130.0,3115.3846153846152,3,2,,1,1,,"Apartamento T3 duplex na Costa da caparica. A fração encontra-se no segundo piso, em duplex, é de tipologia T3, orientação solar a Norte, Sul e Este. Tem uma área útil de 127,85 m2. Sala , cozinha, dois quartos e WC no piso de entrada. No piso superior existe mais um quarto e um WC. Tem lareira com recuperador de calor. Varanda com aproximadamente 10m2. Perto da Praia, e comércio local na proximidade. Excelente oportunidade para remodelar a gosto.Uma oportunidade de ter uma moradia, na Costa da Caparica,Para moradia, Investimentto, ou sua moradia de Praia.Marque ja sua Visita.#ref:SA-00117"
139,2023-09-05 18:00,"Rua José Lourenço de Carvalho,Laranjeiro e Feijó,Almada,Setúbal",,,08-28,Apartamento T4,,https://supercasa.pt/venda-apartamento-t4-almada/i1260833,121.0,121.0,,4,2,,,1,,"Excelente apartamento T4 localizado junto à Base Naval do Alfeite.Vendido no actual ESTADO DE CONSERVAÇÃO..Apartamento de 5 assoalhadas com caixilharia nova com vidros duplos.Imóvel com 4 quartos de áreas generosas,2 casas de banho amplasColocação de porta blindada de alta segurança.Trata-se de 1º andar em prédio sem elevador.Facilidade de estacionamento no exterior e bem servido de comércio local, restauração,escolas,bancos e transportes.Bons acessos à auto-estrada e principais vias locais.’A informação disponibilizada, não dispensa a sua confirmação nem pode ser considerada vinculativa.’Marque já a sua Visita!#ref:21/2023"
140,2023-09-05 18:00,"Rua Fernando Bento,Charneca de Caparica e Sobreda,Almada,Setúbal",,425000.0,07-17,Moradia Geminada T4 Duplex,,https://supercasa.pt/venda-moradia-t4-almada/i1260914,,,,4,4,,1,1,,"Moradia T4 em projeto de construção, inserida numa zona tranquila, com óptimas zonas de lazer, onde pode usufruir de boas caminhadas, perto de escolas, comércio local, serviços, hospital e a poucos minutos das praias da Costa da Caparica.Moradia de arquitetura contemporânea, com materiais de elevada qualidade e a possibilidade de escolha dos acabamentos.Compostas por dois pisos:Piso 0 :- Sala de 26.32 m2, com acesso ao terraço- Cozinha de 12.77 m2, com despensa e acesso ao terraço- Hall- Escritório de 12 m2- Uma casa de banhoPiso 1 :- Suíte de 15 m2, com closet e terraço de 27,15 m2- Suíte de 13,23 m2, com roupeiro embutido e varanda- Suíte de 17 m2, com roupeiro embutido e varanda- Três casas de banho- HallNo exterior pode usufruir de um excelente jardim, com piscina, churrasqueira, garagem de 18 m2, parqueamento e zona de arrumos.O Local ideal para viver com toda a tranquilidade e conforto.Venha conhecer este magnifico projeto.Realizamos o seu sonho por m2.Todas as informações apresentadas não têm qualquer carácter vinculativo, não dispensa a confirmação por parte da mediadora, bem como a consulta da documentação do imóvel.#ref:2060"
141,2023-09-05 18:00,"Laranjeiro e Feijó,Almada,Setúbal",,450000.0,08-22,Moradia T3,2010,https://supercasa.pt/venda-moradia-t3-almada/i1271461,,,,3,3,,1,,,"Numa zona residencial de excelência e calma do Feijó - Almada vais encontrar esta ótima moradia V3+1. Na cave há uma sala de arrumos aproveitada como quarto. A zona é bem servida de transportes, estação de comboios, rodeada de comércios e outros serviços. Próxima de acessos a Lisboa e Setúbal, há poucos minutos podes usufruir das praias da Costa de Caparica e Fonte da Telha. Também em poucos minutos podes ir ao Almada Fórum.Esta moradia possui excelente exposição solar e boas áreas e ainda uma área exterior onde pode ser feito projeto para implantação de uma piscina.Venha conhecer a casa que pode ser sua.Marque a sua visita.#ref:"
142,2023-09-05 18:00,"Rua Dinis Fernandes,Charneca de Caparica e Sobreda,Almada,Setúbal",,560000.0,09-04,Moradia T4+1,2022,https://supercasa.pt/venda-moradia-t4-almada/i1285105,176.0,176.4,3174.6031746031745,4,3,,1,,,"DescriçãoMoradia T3+1 na zona de Sobreda, AlmadaCozinha semi-equipada.Churrasqueira.Aspiração central.Painéis Solares.Portões Automáticos.Prazo de conclusão de 12 meses.Moradia V4 em construção.Zona nobre de moradias, com ótimos acessos e muito central.Possibilidade de Permuta.Cave com 65,50m2: 33m2 de garagem e 32,50 de arrumos.R/Ch: cozinha open space com 47,07m2, equipada com placa, forno, microondas, exaustor.Entrada: 7,21m2.Quarto/Escritório: 9,50m2.Wc: 4,09m2.Alpendre: 13m2 com churrasqueira com acesso ao quintal.1ºAndar: Circulação: 6,20m2.Suite: 16,29m2.Closet: 4,92m2.Wc: 4,47m2.Quarto: 14,67m2.Quarto: 15,82m2.Wc. 6,93m2.Todos os quartos têm varanda.Generoso espaço exterior.Aspiração central, pré instalação de alarme, portões automáticos, painéis solares, vídeo porteiro, pré instalação de ar condicionado, estores elétricos, vidros duplos com sistema oscilo batente.Ótima exposição solar. Muita luminosidade.Nesta fase é possível escolher acabamentos e Materiais.Imagens ilustrativos do construtor.Sobreda de Caparica é uma zona aprazível e bem situada, localidade da freguesia de Charneca de Caparica e Sobreda, concelho de Almada. É sobretudo um local residencial, com moradias e prédios, como primeira habitação. Fica situada entre a Charneca da Caparica e Almada, próximo das praias da Costa de Caparica.As principais atividades económicas são o comércio e serviços, estando rodeada de hipermercados, bem como um centro terciário onde se realiza o mercado municipal diariamente.Possui a Escola Básica Miquelina Pombo com 1º ciclo do ensino básico , a escola Elias Garcia com 1º e 2º ciclo , que contempla também uma escola de Futebol com campo em relvado sintético e a escola Daniel Sampaio de 2º e 3º ciclo, possui uma paróquia e um campo de râguebi inserido na pista de atletismo municipal, conta também com piscinas municipais, e situa se praticamente ao lado do Forum Almada.É rodeada de excelentes acessos a Lisboa e praias, tem excelentes transportes Sul do Tejo, inclusive fica próxima da estação de comboios da FERTAGUS do Pragal, que é a forma mais rápida de se deslocar para Lisboa pela travessia Ferroviária da Ponte 25 de abril.Tratamos do seu financiamento sem custos adicionais, trabalhamos diariamente com todas as entidades bancárias de forma a garantir a melhor solução de crédito habitação para si.Venha conhecer o seu futuro lar!!!Kathy GrecoKW ONE#ref:"
143,2023-09-05 18:00,"Charneca de Caparica e Sobreda,Almada,Setúbal",,375000.0,08-02,Apartamento T2,,https://supercasa.pt/venda-apartamento-t2-almada/i1272050,84.0,84.3,4448.398576512455,2,2,,,,1,"Se procura um local exclusivo e tranquilo, contacto com a natureza, para ver crescer a sua família ou simplesmente disfrutar doambiente envolvente, com acesso aos melhores serviços, este é o imóvel certo para si.Este apartamento primeira linha de golf com uma vista deslumbrante , muita luz natural dispõe de um hall de entrada, uma sala de jantar e de estar em open space com lareira , uma cozinha fechada equipada , dois quartos com roupeiros embutidos, uma dispensa, um WC, e duas varandas .Para qualquer informação estamos ao disporSilvia CortegaçaContato+ (telefone)#ref:APA_378"
144,2023-09-05 18:00,"Rua Fernando Bento,Charneca de Caparica e Sobreda,Almada,Setúbal",,445000.0,07-17,Moradia Geminada T4 Duplex,,https://supercasa.pt/venda-moradia-t4-almada/i1261004,,,,4,4,,1,1,,"Moradia T4 em projeto de construção, inserida numa zona tranquila, com óptimas zonas de lazer, onde pode usufruir de boas caminhadas, perto de escolas, comércio local, serviços, hospital e a poucos minutos das praias da Costa da Caparica.Moradia de arquitetura contemporânea, com materiais de elevada qualidade e a possibilidade de escolha dos acabamentos.Compostas por dois pisos:Piso 0 :- Sala de 26.32 m2, com acesso ao terraço- Cozinha de 12.77 m2, com despensa e acesso ao terraço- Hall- Escritório de 12 m2- Uma casa de banhoPiso 1 :- Suíte de 15 m2, com closet e terraço de 27,15 m2- Suíte de 13,23 m2, com roupeiro embutido e varanda- Suíte de 17 m2, com roupeiro embutido e varanda- Três casas de banho- HallNo exterior pode usufruir de um excelente jardim, com piscina, churrasqueira, garagem de 20 m2, parqueamento e zona de arrumos.O Local ideal para viver com toda a tranquilidade e conforto.Venha conhecer este magnifico projeto.Realizamos o seu sonho por m2.Todas as informações apresentadas não têm qualquer carácter vinculativo, não dispensa a confirmação por parte da mediadora, bem como a consulta da documentação do imóvel.#ref:2062"
145,2023-09-05 18:00,"Charneca de Caparica e Sobreda,Almada,Setúbal",,1250000.0,08-03,Moradia T4,,https://supercasa.pt/venda-moradia-t4-almada/i1280347,210.0,210.0,5952.380952380952,4,3,,1,1,,"Moradia térrea V4 (com 1 suite e 3 casas de banho) com cerca de 200m2 de área de construção, inserida em lote de 901 m2, na Herdade da Aroeira - Charneca da Caparica.Com um estilo arquitetónico muito próprio e imponente pelas suas linhas direitas e estilo clássico e usufrui de uma excelente luz natural dada a sua orientação solar.A zona exterior conta com um jardim cuidadosamente mantido, churrasqueira, garagem para duas viaturas, canil e estacionamento privativo para carros.A casa dispõe ainda de vidros duplos e ar condicionado em todas as divisões, lareira na sala, furo de água, sistema de alarme.A Herdade da Aroeira localiza-se junto à paisagem Protegida da Arriba Fóssil e é conhecida pela elegância no urbanismo e por conectar harmoniosamente o lado mais cosmopolita da cidade com a natureza e o mar. Este exclusivo empreendimento tem dois campos de golfe de 18 buracos, hotel de 5 estrelas, zona comercial e clube de ténis e paddel, localizada numa zona tranquila, junto ao mar da Praia da Fonte da Telha.#ref:"
146,2023-09-05 18:00,"Rua Luís Salvador Júnior,Charneca de Caparica e Sobreda,Almada,Setúbal",,690000.0,07-14,Moradia T4 Duplex,,https://supercasa.pt/venda-moradia-t4-almada/i1146921,170.0,,,4,3,,1,1,,"Moradia T4 inserida em lote 390m2 nas Quintinhas - Charneca da Caparica.R/c composto por:- Hall de entrada (4,05m2),- Sala (43m2),- Cozinha (15 m2) totalmente equipada,- Wc social (3,25m2),- Escritório (12).Piso 1 composto por:- 2 Quartos (11 e 12m2) ambos com roupeiro,- Wc de apoio aos quartos (5,50 m2),- Suite ( 19,40m2) com closet e Wc completo.Exterior:- Garagem (18m2),- Churrasqueira,- Piscina. (18m2)Com tetos falso com leds em todas as divisões, janelas em PVC oscilo-batentes, vidros duplos com corte térmico e estores elétricos, aspiração central, alarme, vídeo porteiro, pré instalação de ar condicionado, painéis solares para aquecimento de águas e pré instalação de bomba de calor para piscina* Fotos meramente indicativas do tipo de acabamentos do construtor.**Previsão conclusão obra maio/23Localizado a cerca de 10 km de Lisboa, a 5 minutos das praias Fonte da Telha e praia do Rei.Na sua envolvência tem escolas privadas e públicas, comércio local, ginásio, supermercados e famárcias.A informação disponibilizada, ainda que precisa, não dispensa a sua confirmação nem pode ser considerada vinculativa.Por sermos Intermediários de Crédito devidamente autorizados pelo Banco de Portugal, fazemos a gestão de todo o processo de financiamento, sempre com as melhores soluções do mercado.Fazemos acompanhamento pré e pós-escritura.#ref:SF/3022 (2)"
147,2023-09-05 18:00,"Avenida António Pedro,Charneca de Caparica e Sobreda,Almada,Setúbal",,1590000.0,08-07,Moradia T3,,https://supercasa.pt/venda-moradia-t3-almada/i1286244,315.0,315.0,5047.619047619048,3,3,,1,1,,"Moradia térrea V3 em fase de construção na zona da AroeiraImóvel composto por sala com excelente área , vista para a piscina, cozinha open space totalmente equipada.Podemos ainda encontrar 3 suites com áreas bastante generosas, WC’s com estilo moderno piso radiante.O imóvel com lareira, aspiração central, pré instalação de ar condicionado, vídeo vigilância.no exterior podemos encontrar, uma grande área relvada e piscina com linhas modernas.Esta moradia também está muito próxima das praias da Fonte da Telha e Costa de Caparica.MORADIA DE LUXO CONCLUSÃO EM 2025#ref:"
